customer_id,total_orders,total_sales,avg_order_value,first_order_date,last_order_date,recency_days,return_count,review_count,avg_rating,customer_lifetime_value,customer_segment
C04082,40,3384.13,84.60,2023-08-28,2025-11-29,32,0,14,4.07,3384.13,Regular
C04083,0,0.00,0.00,,,,0,0,,0.00,Regular
C04084,0,0.00,0.00,,,,0,0,,0.00,Regular
C04085,68,6706.25,98.62,2023-11-09,2025-12-25,6,2,30,4.13,6706.25,Loyal
C04086,7,363.35,51.91,2025-10-05,2025-12-29,2,0,2,4.00,363.35,Regular
C04087,4,259.16,64.79,2024-11-27,2025-12-23,8,0,2,4.50,259.16,New
C04088,7,460.86,65.84,2024-10-19,2025-07-31,153,0,2,4.50,460.86,New
C04089,0,0.00,0.00,,,,0,0,,0.00,New
C04090,57,6646.39,116.60,2024-06-18,2025-12-13,18,3,30,4.17,6646.39,VIP
C04091,107,11668.70,109.05,2023-11-12,2025-12-23,8,9,74,4.26,11668.70,VIP
C04092,15,1209.81,80.65,2024-10-04,2025-12-26,5,0,7,4.57,1209.81,Regular
C04093,95,8309.06,87.46,2023-01-19,2025-11-30,31,4,29,4.34,8309.06,Regular
C04094,130,16231.38,124.86,2023-07-08,2025-12-20,11,9,90,4.21,16231.38,VIP
C04095,7,716.17,102.31,2025-07-03,2025-12-05,26,0,1,4.00,716.17,Regular
C04096,32,2269.81,70.93,2025-01-14,2025-12-20,11,1,14,4.43,2269.81,Loyal
C04097,45,4382.71,97.39,2024-02-26,2025-12-29,2,2,18,4.06,4382.71,Loyal
C04098,52,6028.57,115.93,2025-01-08,2025-12-26,5,3,24,4.00,6028.57,VIP
C04099,2,167.73,83.86,2025-12-16,2025-12-24,7,0,0,,167.73,Regular
C04100,0,0.00,0.00,,,,0,0,,0.00,Regular
C04101,32,3439.01,107.47,2025-07-25,2025-12-19,12,3,17,4.47,3439.01,VIP
C04102,63,7773.23,123.38,2024-03-23,2025-12-28,3,2,30,4.23,7773.23,VIP
C04103,22,1738.93,79.04,2024-08-24,2025-11-19,42,0,6,4.33,1738.93,Regular
C04104,1,168.66,168.66,2025-12-26,2025-12-26,5,0,1,4.00,168.66,VIP
C04105,0,0.00,0.00,,,,0,0,,0.00,New
C04106,2,74.43,37.22,2025-11-10,2025-12-11,20,0,0,,74.43,New
C04107,7,374.94,53.56,2025-11-18,2025-12-18,13,0,4,4.50,374.94,Loyal
C04108,16,1470.69,91.92,2025-03-07,2025-12-24,7,1,8,4.62,1470.69,Loyal
C04109,22,1556.74,70.76,2024-03-17,2025-11-23,38,2,5,4.40,1556.74,Regular
C04110,0,0.00,0.00,,,,0,0,,0.00,New
C04111,3,164.52,54.84,2025-09-21,2025-12-18,13,0,0,,164.52,Regular
C04112,0,0.00,0.00,,,,0,0,,0.00,Loyal
C04113,7,570.85,81.55,2025-09-07,2025-12-15,16,1,3,4.67,570.85,Regular
C04114,34,2597.81,76.41,2023-09-09,2025-11-28,33,3,3,4.00,2597.81,Regular
C04115,30,2662.89,88.76,2023-11-12,2025-12-18,13,3,15,4.13,2662.89,Regular
C04116,76,8905.02,117.17,2024-02-26,2025-12-27,4,7,48,4.25,8905.02,Loyal
C04117,126,11273.34,89.47,2023-01-26,2025-12-17,14,6,41,4.41,11273.34,Regular
C04118,16,992.62,62.04,2023-11-14,2025-09-04,118,0,4,4.25,992.62,New
C04119,179,17208.03,96.13,2023-04-05,2025-12-24,7,18,91,4.18,17208.03,Loyal
C04120,37,3023.71,81.72,2023-12-06,2025-11-23,38,3,11,4.36,3023.71,Regular
C04121,107,7919.88,74.02,2023-06-11,2025-12-10,21,7,31,4.16,7919.88,Regular
C04122,35,2878.19,82.23,2024-07-28,2025-11-27,34,3,22,4.23,2878.19,Loyal
C04123,32,3170.42,99.08,2025-01-28,2025-12-13,18,4,23,4.17,3170.42,VIP
C04124,15,1024.45,68.30,2024-11-29,2025-12-27,4,0,1,5.00,1024.45,Regular
C04125,15,1313.40,87.56,2024-12-07,2025-12-21,10,0,5,4.40,1313.40,Regular
C04126,7,697.31,99.62,2025-02-08,2025-12-10,21,0,0,,697.31,Regular
C04127,51,5326.81,104.45,2023-12-20,2025-12-19,12,4,33,4.42,5326.81,Loyal
C04128,9,999.77,111.09,2025-04-11,2025-12-13,18,0,4,4.50,999.77,Regular
C04129,14,783.83,55.99,2024-10-17,2025-12-29,2,0,4,4.25,783.83,Regular
C04130,0,0.00,0.00,,,,0,0,,0.00,Regular
C04131,3,146.23,48.74,2025-11-25,2025-11-29,32,0,0,,146.23,New
C04132,8,613.50,76.69,2025-07-03,2025-12-23,8,0,3,3.33,613.50,Regular
C04133,23,1827.29,79.45,2024-02-22,2025-12-26,5,1,4,3.25,1827.29,Regular
C04134,1,16.05,16.05,2025-11-27,2025-11-27,34,0,0,,16.05,New
C04135,31,2613.47,84.31,2023-12-29,2025-12-16,15,2,14,4.43,2613.47,Regular
C04136,84,7801.18,92.87,2023-09-13,2025-12-29,2,6,49,4.24,7801.18,Loyal
C04137,53,4262.36,80.42,2023-09-14,2025-11-25,36,3,15,4.07,4262.36,Regular
C04138,3,191.54,63.85,2024-10-17,2025-10-15,77,0,0,,191.54,New
C04139,17,1255.97,73.88,2024-07-05,2025-11-25,36,3,6,4.33,1255.97,Regular
C04140,8,1238.85,154.86,2025-08-09,2025-12-11,20,2,8,3.88,1238.85,VIP
C04141,13,902.12,69.39,2024-11-09,2025-12-13,18,3,3,4.00,902.12,Regular
C04142,9,544.97,60.55,2025-08-23,2025-12-11,20,1,5,4.40,544.97,Loyal
C04143,13,1532.34,117.87,2025-05-06,2025-12-13,18,1,7,4.71,1532.34,Loyal
C04144,10,957.41,95.74,2024-05-02,2025-11-28,33,0,3,4.00,957.41,New
C04145,20,1367.65,68.38,2023-11-22,2025-12-31,0,0,8,4.25,1367.65,New
C04146,0,0.00,0.00,,,,0,0,,0.00,Regular
C04147,2,115.85,57.93,2025-11-30,2025-12-25,6,0,0,,115.85,Regular
C04148,181,21533.13,118.97,2023-04-13,2025-12-26,5,21,108,4.31,21533.13,VIP
C04149,36,3695.51,102.65,2024-09-09,2025-12-27,4,1,20,4.40,3695.51,Loyal
C04150,19,1642.83,86.46,2025-02-12,2025-12-06,25,1,5,4.20,1642.83,Loyal
C04151,15,1622.24,108.15,2024-07-10,2025-12-19,12,1,3,4.00,1622.24,Regular
C04152,8,660.60,82.58,2025-12-10,2025-12-31,0,0,4,3.75,660.60,VIP
C04153,16,1060.65,66.29,2023-10-07,2025-12-10,21,0,2,4.00,1060.65,New
C04154,0,0.00,0.00,,,,0,0,,0.00,Loyal
C04155,25,2049.44,81.98,2025-01-31,2025-12-19,12,0,17,4.35,2049.44,Loyal
C04156,122,12075.25,98.98,2023-10-31,2025-12-05,26,10,59,4.24,12075.25,Loyal
C04157,13,770.58,59.28,2024-10-29,2025-12-19,12,0,4,3.75,770.58,Regular
C04158,4,224.35,56.09,2025-11-15,2025-12-15,16,0,0,,224.35,Regular
C04159,31,3226.75,104.09,2025-02-07,2025-12-29,2,1,23,4.17,3226.75,Loyal
C04160,107,11346.49,106.04,2023-05-28,2025-12-19,12,8,52,4.33,11346.49,Loyal
C04161,185,19635.71,106.14,2023-02-04,2025-12-27,4,9,83,4.14,19635.71,Loyal
C04162,67,5533.92,82.60,2023-10-04,2025-12-17,14,4,27,4.26,5533.92,Regular
C04163,11,850.65,77.33,2024-04-24,2025-11-04,57,1,5,3.80,850.65,New
C04164,88,6671.78,75.82,2023-08-15,2025-12-21,10,4,28,4.21,6671.78,Regular
C04165,4,476.74,119.19,2025-05-10,2025-10-15,77,0,3,4.00,476.74,New
C04166,0,0.00,0.00,,,,0,0,,0.00,New
C04167,27,2370.73,87.80,2024-11-27,2025-12-26,5,1,18,4.33,2370.73,Loyal
C04168,11,1009.15,91.74,2025-11-01,2025-12-19,12,2,8,4.50,1009.15,VIP
C04169,32,2188.41,68.39,2023-10-17,2025-11-14,47,0,5,4.20,2188.41,Regular
C04170,49,6013.36,122.72,2024-11-03,2025-12-24,7,2,36,4.17,6013.36,VIP
C04171,52,4362.66,83.90,2023-08-24,2025-11-22,39,2,14,4.29,4362.66,Regular
C04172,34,3684.29,108.36,2024-10-17,2025-12-20,11,4,16,4.31,3684.29,Loyal
C04173,134,10569.27,78.88,2023-01-29,2025-12-16,15,4,38,4.11,10569.27,Regular
C04174,43,3752.53,87.27,2023-01-24,2025-11-24,37,0,8,3.88,3752.53,New
C04175,4,294.81,73.70,2025-07-04,2025-11-04,57,0,2,4.50,294.81,New
C04176,39,3283.36,84.19,2023-10-19,2025-11-03,58,3,12,4.00,3283.36,Regular
C04177,118,13175.24,111.65,2023-04-26,2025-12-30,1,10,63,4.38,13175.24,Loyal
C04178,8,664.81,83.10,2024-10-25,2025-10-21,71,0,0,,664.81,New
C04179,86,8382.37,97.47,2023-06-19,2025-12-19,12,4,57,4.28,8382.37,Loyal
C04180,27,1966.70,72.84,2023-09-18,2025-12-16,15,2,9,4.22,1966.70,Regular
C04181,2,108.04,54.02,2025-10-03,2025-10-05,87,0,1,5.00,108.04,Regular
C04182,41,2842.85,69.34,2023-10-05,2025-12-15,16,2,14,4.14,2842.85,Regular
C04183,57,6374.46,111.83,2024-03-21,2025-12-31,0,5,43,4.37,6374.46,Loyal
C04184,43,4555.48,105.94,2024-07-29,2025-11-12,49,1,22,4.41,4555.48,Loyal
C04185,21,1577.23,75.11,2024-06-09,2025-12-07,24,1,8,4.62,1577.23,Regular
C04186,1,79.21,79.21,2025-07-27,2025-07-27,157,0,2,4.00,79.21,New
C04187,8,614.42,76.80,2024-10-20,2025-11-24,37,0,2,4.50,614.42,New
C04188,29,2270.17,78.28,2024-09-10,2025-12-21,10,2,8,4.62,2270.17,Regular
C04189,6,531.38,88.56,2024-03-14,2025-08-06,147,0,4,4.25,531.38,New
C04190,41,3343.06,81.54,2024-04-27,2025-12-22,9,7,14,4.14,3343.06,Regular
C04191,1,109.98,109.98,2025-10-02,2025-10-02,90,0,0,,109.98,Regular
C04192,27,2198.05,81.41,2023-09-09,2025-06-29,185,0,9,4.33,2198.05,Regular
C04193,73,7440.64,101.93,2023-09-27,2025-12-30,1,6,35,4.17,7440.64,Loyal
C04194,8,430.74,53.84,2024-09-09,2025-12-16,15,0,3,4.33,430.74,New
C04195,2,234.59,117.30,2025-05-09,2025-11-25,36,0,1,5.00,234.59,New
C04196,0,0.00,0.00,,,,0,0,,0.00,Regular
C04197,44,5209.41,118.40,2024-11-23,2025-12-31,0,7,27,4.30,5209.41,VIP
C04198,71,6685.18,94.16,2024-05-21,2025-12-31,0,3,39,4.10,6685.18,Loyal
C04199,0,0.00,0.00,,,,0,0,,0.00,New
C04200,16,1623.03,101.44,2025-05-20,2025-12-20,11,3,8,4.25,1623.03,Regular
C04201,24,1899.00,79.13,2024-05-28,2025-11-28,33,0,11,4.64,1899.00,Regular
C04202,2,149.17,74.59,2025-09-13,2025-09-23,99,0,1,4.00,149.17,Regular
C04203,44,4660.19,105.91,2024-11-03,2025-12-25,6,4,27,4.41,4660.19,VIP
C04204,200,19168.37,95.84,2023-05-27,2025-12-25,6,14,111,4.30,19168.37,Loyal
C04205,64,6342.96,99.11,2024-08-07,2025-12-28,3,6,35,4.17,6342.96,Loyal
C04206,0,0.00,0.00,,,,0,0,,0.00,Regular
C04207,302,34638.25,114.70,2023-01-19,2025-12-13,18,17,184,4.22,34638.25,VIP
C04208,30,2612.92,87.10,2024-10-16,2025-12-31,0,3,7,4.00,2612.92,Regular
C04209,7,475.43,67.92,2025-01-29,2025-12-29,2,0,3,4.33,475.43,Regular
C04210,3,279.93,93.31,2025-09-14,2025-12-23,8,0,2,4.00,279.93,New
C04211,5,411.04,82.21,2025-10-15,2025-12-13,18,0,2,4.50,411.04,Regular
C04212,22,1489.62,67.71,2024-11-26,2025-12-26,5,2,6,4.33,1489.62,Regular
C04213,30,3714.66,123.82,2024-12-25,2025-12-25,6,1,14,4.14,3714.66,VIP
C04214,0,0.00,0.00,,,,0,0,,0.00,Loyal
C04215,9,604.84,67.20,2025-10-17,2025-12-31,0,1,2,4.00,604.84,Regular
C04216,7,618.30,88.33,2025-10-19,2025-12-06,25,0,3,3.67,618.30,Loyal
C04217,0,0.00,0.00,,,,0,0,,0.00,Loyal
C04218,4,187.30,46.83,2025-10-10,2025-12-12,19,0,0,,187.30,Regular
C04219,21,1420.48,67.64,2024-10-11,2025-12-22,9,1,7,4.71,1420.48,Regular
C04220,24,1513.85,63.08,2024-10-26,2025-12-31,0,2,11,4.27,1513.85,Regular
C04221,0,0.00,0.00,,,,0,0,,0.00,Regular
C04222,0,0.00,0.00,,,,0,0,,0.00,New
C04223,0,0.00,0.00,,,,0,0,,0.00,Regular
C04224,5,351.72,70.34,2025-06-29,2025-12-18,13,0,1,5.00,351.72,Regular
C04225,2,166.16,83.08,2025-11-20,2025-11-27,34,0,1,3.00,166.16,Regular
C04226,65,8012.35,123.27,2024-03-23,2025-11-28,33,5,36,4.19,8012.35,VIP
C04227,66,5822.53,88.22,2023-10-27,2025-12-06,25,3,14,4.50,5822.53,Regular
C04228,0,0.00,0.00,,,,0,0,,0.00,Regular
C04229,13,980.40,75.42,2024-11-08,2025-12-01,30,1,2,5.00,980.40,New
C04230,92,7771.68,84.47,2023-05-11,2025-11-26,35,6,39,4.31,7771.68,Regular
C04231,1,53.08,53.08,2025-07-27,2025-07-27,157,0,0,,53.08,New
C04232,44,3383.98,76.91,2023-12-07,2025-12-30,1,1,19,4.21,3383.98,Regular
C04233,137,10983.91,80.17,2023-02-15,2025-12-18,13,5,58,4.28,10983.91,Regular
C04234,4,208.83,52.21,2025-08-01,2025-12-20,11,0,1,4.00,208.83,New
C04235,55,4235.21,77.00,2023-12-01,2025-12-13,18,1,15,4.40,4235.21,Regular
C04236,28,2808.06,100.29,2024-05-26,2025-12-14,17,2,15,4.40,2808.06,Loyal
C04237,38,2982.29,78.48,2024-01-23,2025-12-25,6,1,9,4.22,2982.29,Regular
C04238,19,2073.13,109.11,2025-02-13,2025-12-23,8,0,12,4.25,2073.13,Loyal
C04239,19,1354.61,71.30,2024-06-26,2025-12-24,7,1,5,4.20,1354.61,Regular
C04240,24,2036.60,84.86,2024-11-13,2025-12-24,7,0,11,4.18,2036.60,Loyal
C04241,15,1446.08,96.41,2024-08-10,2025-11-20,41,1,4,4.25,1446.08,Regular
C04242,0,0.00,0.00,,,,0,0,,0.00,New
C04243,16,1310.90,81.93,2024-11-30,2025-11-21,40,0,3,4.67,1310.90,Regular
C04244,23,2136.39,92.89,2024-07-17,2025-11-30,31,1,8,3.88,2136.39,Regular
C04245,56,6866.30,122.61,2024-06-30,2025-12-18,13,5,32,4.28,6866.30,VIP
C04246,9,728.29,80.92,2024-08-17,2025-12-20,11,1,4,4.00,728.29,New
C04247,4,171.38,42.84,2024-11-29,2025-06-22,192,0,0,,171.38,New
C04248,4,279.65,69.91,2025-06-25,2025-12-27,4,0,1,4.00,279.65,New
C04249,7,440.28,62.90,2025-05-07,2025-12-16,15,2,4,4.25,440.28,Regular
C04250,1,79.65,79.65,2025-12-05,2025-12-05,26,0,0,,79.65,Regular
C04251,27,1944.44,72.02,2023-09-26,2025-12-12,19,1,10,4.00,1944.44,Regular
C04252,0,0.00,0.00,,,,0,0,,0.00,New
C04253,188,22415.78,119.23,2023-04-04,2025-12-27,4,7,121,4.26,22415.78,VIP
C04254,27,2092.85,77.51,2023-01-25,2025-03-29,277,2,6,4.33,2092.85,New
C04255,35,3268.42,93.38,2024-06-07,2025-12-12,19,2,15,4.67,3268.42,Loyal
C04256,0,0.00,0.00,,,,0,0,,0.00,Regular
C04257,0,0.00,0.00,,,,0,0,,0.00,Regular
C04258,29,2573.26,88.73,2024-06-18,2025-12-23,8,1,19,4.21,2573.26,Loyal
C04259,67,7529.23,112.38,2024-07-28,2025-12-29,2,7,41,4.34,7529.23,VIP
C04260,35,2865.30,81.87,2024-09-17,2025-12-29,2,1,12,4.17,2865.30,Regular
C04261,46,3488.45,75.84,2023-06-23,2025-12-14,17,1,15,4.27,3488.45,Regular
C04262,40,4907.56,122.69,2024-11-11,2025-12-20,11,4,20,4.40,4907.56,VIP
C04263,12,817.91,68.16,2025-03-29,2025-12-11,20,1,3,4.33,817.91,Regular
C04264,64,7057.53,110.27,2024-06-17,2025-12-20,11,10,37,4.05,7057.53,VIP
C04265,171,14519.88,84.91,2023-01-04,2025-12-26,5,12,61,4.21,14519.88,Regular
C04266,11,1091.40,99.22,2024-11-21,2025-11-15,46,1,5,4.00,1091.40,Regular
C04267,25,2461.48,98.46,2025-03-11,2025-12-09,22,0,11,4.55,2461.48,Loyal
C04268,64,5072.86,79.26,2023-09-23,2025-12-21,10,1,24,4.42,5072.86,Regular
C04269,15,1220.39,81.36,2024-11-13,2025-12-06,25,1,4,4.00,1220.39,Regular
C04270,13,898.19,69.09,2024-11-19,2025-12-24,7,0,3,4.33,898.19,Regular
C04271,17,1123.52,66.09,2024-05-18,2025-12-12,19,0,0,,1123.52,Regular
C04272,21,1741.63,82.93,2025-04-02,2025-12-25,6,2,13,4.31,1741.63,Loyal
C04273,22,1881.53,85.52,2024-07-12,2025-12-26,5,0,6,4.50,1881.53,Regular
C04274,3,244.57,81.52,2025-11-10,2025-12-20,11,0,1,4.00,244.57,Loyal
C04275,28,2202.92,78.68,2023-12-26,2025-12-16,15,0,5,4.20,2202.92,Regular
C04276,26,2600.33,100.01,2024-09-25,2025-12-21,10,1,9,4.56,2600.33,Loyal
C04277,0,0.00,0.00,,,,0,0,,0.00,New
C04278,6,424.39,70.73,2025-12-07,2025-12-29,2,0,5,4.60,424.39,VIP
C04279,8,738.00,92.25,2025-05-16,2025-12-12,19,0,2,5.00,738.00,Regular
C04280,0,0.00,0.00,,,,0,0,,0.00,Regular
C04281,34,2618.00,77.00,2024-03-17,2025-12-24,7,0,11,3.91,2618.00,Regular
C04282,17,1511.75,88.93,2024-07-27,2025-12-14,17,1,5,4.40,1511.75,Regular
C04283,42,3617.78,86.14,2024-01-09,2025-12-19,12,3,12,4.25,3617.78,Regular
C04284,5,322.69,64.54,2024-07-01,2025-11-29,32,1,1,4.00,322.69,New
C04285,2,157.28,78.64,2025-11-11,2025-12-19,12,0,1,4.00,157.28,New
C04286,0,0.00,0.00,,,,0,0,,0.00,New
C04287,5,224.11,44.82,2025-02-10,2025-11-21,40,0,0,,224.11,New
C04288,39,3383.04,86.74,2024-09-03,2025-12-31,0,1,15,4.27,3383.04,Loyal
C04289,20,2270.93,113.55,2025-05-05,2025-12-25,6,2,11,4.18,2270.93,VIP
C04290,6,453.25,75.54,2025-02-23,2025-12-13,18,0,4,4.50,453.25,Regular
C04291,7,506.75,72.39,2025-07-28,2025-12-10,21,1,3,4.00,506.75,New
C04292,6,307.65,51.27,2025-11-07,2025-12-25,6,0,3,5.00,307.65,Regular
C04293,51,3767.08,73.86,2023-06-20,2025-12-10,21,1,15,4.40,3767.08,Regular
C04294,127,13588.78,107.00,2023-04-14,2025-12-11,20,5,56,4.12,13588.78,Loyal
C04295,12,724.19,60.35,2023-12-18,2025-06-26,188,0,4,4.50,724.19,New
C04296,26,2632.96,101.27,2024-09-17,2025-12-29,2,1,13,4.23,2632.96,Loyal
C04297,1,119.03,119.03,2025-12-06,2025-12-06,25,0,1,3.00,119.03,New
C04298,15,1268.77,84.58,2024-12-30,2025-12-19,12,1,5,4.40,1268.77,Regular
C04299,0,0.00,0.00,,,,0,0,,0.00,Regular
C04300,35,4002.34,114.35,2024-05-27,2025-12-29,2,3,23,4.35,4002.34,Loyal
C04301,58,6344.79,109.39,2024-01-26,2025-12-30,1,5,33,4.12,6344.79,Loyal
C04302,39,2941.96,75.43,2023-08-16,2025-12-25,6,0,9,4.44,2941.96,Regular
C04303,1,40.04,40.04,2025-11-28,2025-11-28,33,0,0,,40.04,Regular
C04304,19,1461.09,76.90,2024-11-06,2025-12-27,4,0,8,4.50,1461.09,New
C04305,16,1257.98,78.62,2024-06-17,2025-12-25,6,1,4,4.25,1257.98,Regular
C04306,48,3338.04,69.54,2024-01-20,2025-12-27,4,2,20,4.25,3338.04,Regular
C04307,32,3054.05,95.44,2024-06-07,2025-12-27,4,2,25,4.08,3054.05,Loyal
C04308,6,297.14,49.52,2024-04-28,2024-07-26,523,0,1,5.00,297.14,New
C04309,10,1030.06,103.01,2025-01-08,2025-11-22,39,0,7,4.14,1030.06,Regular
C04310,30,2723.80,90.79,2023-11-22,2025-12-23,8,0,7,4.71,2723.80,Regular
C04311,0,0.00,0.00,,,,0,0,,0.00,Loyal
C04312,70,6610.15,94.43,2023-10-03,2025-11-30,31,3,39,4.08,6610.15,Loyal
C04313,41,4278.58,104.36,2024-12-18,2025-12-25,6,5,23,4.26,4278.58,Loyal
C04314,8,741.61,92.70,2025-05-04,2025-12-25,6,0,4,4.50,741.61,Regular
C04315,236,27558.08,116.77,2023-02-09,2025-12-31,0,20,158,4.28,27558.08,VIP
C04316,133,17633.25,132.58,2023-12-25,2025-12-30,1,10,79,4.28,17633.25,VIP
C04317,0,0.00,0.00,,,,0,0,,0.00,Regular
C04318,21,2446.83,116.52,2025-04-25,2025-12-30,1,1,17,4.41,2446.83,VIP
C04319,17,869.59,51.15,2023-11-10,2025-11-22,39,0,2,4.00,869.59,New
C04320,68,9011.44,132.52,2024-03-10,2025-12-14,17,5,44,4.45,9011.44,VIP
C04321,0,0.00,0.00,,,,0,0,,0.00,Regular
C04322,0,0.00,0.00,,,,0,0,,0.00,Regular
C04323,149,18639.37,125.10,2023-07-03,2025-12-30,1,9,95,4.36,18639.37,VIP
C04324,6,513.02,85.50,2025-08-06,2025-11-27,34,1,3,4.67,513.02,Regular
C04325,0,0.00,0.00,,,,0,0,,0.00,Regular
C04326,33,2830.11,85.76,2023-12-12,2025-12-30,1,2,8,4.50,2830.11,Regular
C04327,0,0.00,0.00,,,,0,0,,0.00,Loyal
C04328,33,2736.05,82.91,2024-06-20,2025-12-29,2,2,9,3.89,2736.05,Regular
C04329,46,3687.50,80.16,2023-06-29,2025-11-26,35,4,16,4.06,3687.50,Regular
C04330,231,26577.97,115.06,2023-02-10,2025-12-27,4,16,163,4.28,26577.97,VIP
C04331,5,224.08,44.82,2025-09-26,2025-11-21,40,0,2,4.50,224.08,Regular
C04332,26,2055.13,79.04,2024-06-12,2025-11-02,59,1,6,4.17,2055.13,Regular
C04333,26,2367.94,91.07,2024-01-26,2025-11-28,33,2,10,4.20,2367.94,Regular
C04334,27,2324.93,86.11,2024-03-27,2025-12-10,21,0,5,4.00,2324.93,Regular
C04335,0,0.00,0.00,,,,0,0,,0.00,New
C04336,372,43345.96,116.52,2023-03-22,2025-12-31,0,21,242,4.30,43345.96,VIP
C04337,25,2066.59,82.66,2024-09-05,2025-12-31,0,0,8,4.38,2066.59,Loyal
C04338,36,2549.20,70.81,2023-11-01,2025-12-30,1,0,9,3.89,2549.20,Regular
C04339,5,264.73,52.95,2025-08-23,2025-11-28,33,0,1,4.00,264.73,Regular
C04340,2,234.35,117.17,2025-11-28,2025-12-15,16,0,0,,234.35,Regular
C04341,1,27.58,27.58,2025-09-18,2025-09-18,104,0,0,,27.58,New
C04342,23,1892.76,82.29,2024-03-11,2025-11-10,51,0,8,4.00,1892.76,Regular
C04343,30,2982.53,99.42,2024-10-18,2025-11-28,33,3,15,4.20,2982.53,Loyal
C04344,147,14164.86,96.36,2023-02-11,2025-12-29,2,17,72,4.39,14164.86,Loyal
C04345,122,13460.56,110.33,2023-09-24,2025-12-19,12,4,83,4.23,13460.56,VIP
C04346,17,1535.53,90.33,2024-04-04,2025-12-12,19,0,8,4.12,1535.53,Regular
C04347,100,7691.58,76.92,2023-07-18,2025-12-29,2,5,38,4.37,7691.58,Regular
C04348,7,660.01,94.29,2025-08-16,2025-12-28,3,0,1,4.00,660.01,Regular
C04349,4,145.65,36.41,2025-06-21,2025-11-27,34,0,1,4.00,145.65,Regular
C04350,156,14947.45,95.82,2023-02-22,2025-11-28,33,8,72,4.21,14947.45,Loyal
C04351,46,4744.18,103.13,2025-01-24,2025-12-27,4,2,23,4.17,4744.18,VIP
C04352,93,9368.28,100.73,2023-05-17,2025-12-10,21,9,48,4.23,9368.28,Loyal
C04353,4,315.24,78.81,2025-11-11,2025-12-10,21,0,1,4.00,315.24,Regular
C04354,10,885.64,88.56,2024-11-11,2025-10-05,87,1,6,4.50,885.64,Regular
C04355,5,561.59,112.32,2025-03-06,2025-10-15,77,0,1,3.00,561.59,New
C04356,5,265.62,53.12,2025-10-19,2025-12-20,11,0,3,4.00,265.62,Regular
C04357,0,0.00,0.00,,,,0,0,,0.00,Regular
C04358,0,0.00,0.00,,,,0,0,,0.00,New
C04359,4,331.14,82.78,2025-11-14,2025-12-20,11,0,2,4.50,331.14,Regular
C04360,131,12937.93,98.76,2023-03-29,2025-12-31,0,10,65,4.29,12937.93,Loyal
C04361,31,2608.63,84.15,2024-10-12,2025-12-22,9,2,12,4.25,2608.63,Regular
C04362,8,1076.56,134.57,2025-01-14,2025-12-20,11,0,4,4.50,1076.56,New
C04363,0,0.00,0.00,,,,0,0,,0.00,New
C04364,6,526.88,87.81,2025-10-15,2025-12-31,0,0,1,3.00,526.88,Regular
C04365,0,0.00,0.00,,,,0,0,,0.00,Regular
C04366,14,1674.51,119.61,2024-11-14,2025-12-15,16,1,3,3.33,1674.51,Regular
C04367,14,1007.24,71.95,2024-07-24,2025-12-25,6,0,6,4.17,1007.24,Regular
C04368,21,1819.14,86.63,2024-08-09,2025-12-13,18,1,8,4.50,1819.14,Regular
C04369,0,0.00,0.00,,,,0,0,,0.00,New
C04370,52,4243.22,81.60,2023-07-09,2025-12-01,30,2,15,4.20,4243.22,Regular
C04371,13,1184.73,91.13,2025-02-22,2025-12-15,16,0,4,4.50,1184.73,Regular
C04372,8,828.64,103.58,2025-01-19,2025-12-25,6,1,3,4.33,828.64,Regular
C04373,10,586.82,58.68,2023-12-16,2025-11-09,52,1,2,4.50,586.82,New
C04374,159,19895.92,125.13,2023-05-18,2025-12-31,0,18,88,4.34,19895.92,VIP
C04375,0,0.00,0.00,,,,0,0,,0.00,Loyal
C04376,14,1047.84,74.85,2024-11-07,2025-12-28,3,1,2,4.00,1047.84,New
C04377,19,2520.31,132.65,2024-11-22,2025-12-22,9,2,10,4.20,2520.31,Loyal
C04378,13,1726.95,132.84,2025-10-24,2025-12-30,1,0,13,4.23,1726.95,VIP
C04379,0,0.00,0.00,,,,0,0,,0.00,New
C04380,33,3022.91,91.60,2024-03-15,2025-10-05,87,2,15,4.40,3022.91,Regular
C04381,110,13582.35,123.48,2023-10-03,2025-12-24,7,10,75,4.28,13582.35,VIP
C04382,0,0.00,0.00,,,,0,0,,0.00,Regular
C04383,49,4859.30,99.17,2024-03-06,2025-12-28,3,5,29,4.28,4859.30,Loyal
C04384,46,4857.75,105.60,2025-01-18,2025-12-20,11,4,27,4.22,4857.75,VIP
C04385,56,5919.20,105.70,2024-02-05,2025-11-04,57,5,31,4.13,5919.20,Loyal
C04386,22,1719.74,78.17,2025-03-12,2025-12-27,4,1,4,4.25,1719.74,Regular
C04387,21,1601.17,76.25,2024-09-21,2025-10-04,88,2,4,4.75,1601.17,Regular
C04388,17,1767.70,103.98,2025-08-06,2025-12-31,0,0,7,4.14,1767.70,Loyal
C04389,0,0.00,0.00,,,,0,0,,0.00,New
C04390,89,6745.75,75.79,2023-02-10,2025-12-03,28,6,33,4.21,6745.75,Regular
C04391,16,1418.60,88.66,2025-02-22,2025-12-20,11,0,8,4.38,1418.60,Loyal
C04392,6,637.21,106.20,2025-04-19,2025-10-09,83,1,2,4.50,637.21,Regular
C04393,5,272.83,54.57,2025-05-25,2025-12-06,25,0,3,4.00,272.83,Regular
