return_id,order_id,product_id,return_date,return_reason
R0006589,O0117238,P0274,2025-07-14,allergic reaction
R0006590,O0117275,P0125,2025-07-16,damaged item
R0006591,O0117300,P0166,2025-07-14,damaged item
R0006592,O0117375,P0059,2025-07-12,late delivery
R0006593,O0117421,P0090,2025-07-28,changed mind
R0006594,O0117427,P0015,2025-07-01,changed mind
R0006595,O0117438,P0026,2025-07-19,changed mind
R0006596,O0117442,P0179,2025-07-17,wrong product
R0006597,O0117478,P0179,2025-07-25,damaged item
R0006598,O0117493,P0245,2025-07-02,late delivery
R0006599,O0117511,P0232,2025-07-21,changed mind
R0006600,O0117616,P0015,2025-07-03,late delivery
R0006601,O0117648,P0164,2025-07-18,allergic reaction
R0006602,O0117661,P0045,2025-07-11,changed mind
R0006603,O0117682,P0027,2025-07-08,late delivery
R0006604,O0117725,P0083,2025-07-25,allergic reaction
R0006605,O0117731,P0179,2025-08-02,allergic reaction
R0006606,O0117803,P0077,2025-07-10,changed mind
R0006607,O0117812,P0012,2025-07-06,changed mind
R0006608,O0117850,P0274,2025-07-23,changed mind
R0006609,O0117865,P0117,2025-07-15,allergic reaction
R0006610,O0117886,P0027,2025-07-12,changed mind
R0006611,O0117905,P0015,2025-07-25,allergic reaction
R0006612,O0117905,P0233,2025-07-10,late delivery
R0006613,O0117907,P0015,2025-08-02,late delivery
R0006614,O0117930,P0018,2025-08-04,changed mind
R0006615,O0117937,P0252,2025-07-05,allergic reaction
R0006616,O0117990,P0156,2025-07-14,wrong product
R0006617,O0118002,P0252,2025-07-09,late delivery
R0006618,O0118010,P0267,2025-08-02,changed mind
R0006619,O0118035,P0233,2025-07-17,wrong product
R0006620,O0118064,P0015,2025-07-01,wrong product
R0006621,O0118066,P0017,2025-07-20,changed mind
R0006622,O0118076,P0263,2025-08-01,late delivery
R0006623,O0118077,P0001,2025-07-20,wrong product
R0006624,O0118102,P0021,2025-07-21,late delivery
R0006625,O0118102,P0267,2025-07-06,changed mind
R0006626,O0118110,P0124,2025-07-07,wrong product
R0006627,O0118124,P0020,2025-07-11,allergic reaction
R0006628,O0118126,P0159,2025-08-01,changed mind
R0006629,O0118127,P0274,2025-07-21,allergic reaction
R0006630,O0118150,P0049,2025-07-20,allergic reaction
R0006631,O0118183,P0015,2025-07-27,allergic reaction
R0006632,O0118189,P0038,2025-07-21,allergic reaction
R0006633,O0118192,P0027,2025-07-14,allergic reaction
R0006634,O0118214,P0253,2025-07-06,changed mind
R0006635,O0118214,P0127,2025-08-07,allergic reaction
R0006636,O0118223,P0258,2025-07-22,allergic reaction
R0006637,O0118227,P0253,2025-07-29,late delivery
R0006638,O0118244,P0292,2025-07-21,changed mind
R0006639,O0118245,P0059,2025-08-01,changed mind
R0006640,O0118263,P0015,2025-07-29,changed mind
R0006641,O0118316,P0170,2025-07-25,allergic reaction
R0006642,O0118322,P0251,2025-08-04,late delivery
R0006643,O0118325,P0161,2025-07-25,changed mind
R0006644,O0118335,P0125,2025-07-04,changed mind
R0006645,O0118345,P0027,2025-07-28,changed mind
R0006646,O0118359,P0208,2025-07-24,damaged item
R0006647,O0118397,P0227,2025-07-04,damaged item
R0006648,O0118472,P0245,2025-07-02,changed mind
R0006649,O0118496,P0245,2025-07-19,changed mind
R0006650,O0118500,P0253,2025-08-04,late delivery
R0006651,O0118527,P0179,2025-07-09,changed mind
R0006652,O0118593,P0179,2025-07-13,changed mind
R0006653,O0118598,P0179,2025-07-18,late delivery
R0006654,O0118626,P0100,2025-07-18,allergic reaction
R0006655,O0118637,P0267,2025-07-07,allergic reaction
R0006656,O0118653,P0258,2025-08-05,changed mind
R0006657,O0118669,P0059,2025-07-30,late delivery
R0006658,O0118693,P0296,2025-07-25,damaged item
R0006659,O0118707,P0179,2025-07-29,damaged item
R0006660,O0118708,P0179,2025-07-12,damaged item
R0006661,O0118715,P0100,2025-07-08,changed mind
R0006662,O0118716,P0059,2025-07-10,changed mind
R0006663,O0118735,P0059,2025-08-05,damaged item
R0006664,O0118757,P0015,2025-07-09,late delivery
R0006665,O0118761,P0021,2025-07-13,damaged item
R0006666,O0118770,P0179,2025-07-28,late delivery
R0006667,O0118831,P0298,2025-07-22,allergic reaction
R0006668,O0118838,P0027,2025-07-14,changed mind
R0006669,O0118844,P0299,2025-07-07,changed mind
R0006670,O0118863,P0158,2025-07-16,late delivery
R0006671,O0118877,P0233,2025-07-13,allergic reaction
R0006672,O0118884,P0251,2025-07-13,late delivery
R0006673,O0118889,P0267,2025-08-04,changed mind
R0006674,O0118908,P0100,2025-07-28,changed mind
R0006675,O0118912,P0194,2025-08-09,changed mind
R0006676,O0118925,P0267,2025-07-21,changed mind
R0006677,O0118948,P0253,2025-08-07,late delivery
R0006678,O0118967,P0179,2025-07-24,changed mind
R0006679,O0118981,P0179,2025-08-06,changed mind
R0006680,O0118993,P0267,2025-08-04,changed mind
R0006681,O0118998,P0291,2025-07-11,damaged item
R0006682,O0119043,P0015,2025-07-06,wrong product
R0006683,O0119047,P0144,2025-07-12,damaged item
R0006684,O0119050,P0038,2025-08-03,late delivery
R0006685,O0119075,P0059,2025-07-24,damaged item
R0006686,O0119085,P0121,2025-08-01,allergic reaction
R0006687,O0119101,P0049,2025-07-28,allergic reaction
R0006688,O0119108,P0117,2025-08-06,changed mind
R0006689,O0119118,P0274,2025-08-10,changed mind
R0006690,O0119128,P0245,2025-08-05,late delivery
R0006691,O0119135,P0253,2025-07-20,changed mind
R0006692,O0119135,P0245,2025-07-19,changed mind
R0006693,O0119151,P0179,2025-07-17,damaged item
R0006694,O0119161,P0125,2025-08-03,allergic reaction
R0006695,O0119179,P0253,2025-07-29,late delivery
R0006696,O0119180,P0286,2025-07-30,allergic reaction
R0006697,O0119182,P0003,2025-07-13,damaged item
R0006698,O0119184,P0298,2025-07-25,changed mind
R0006699,O0119190,P0015,2025-07-13,allergic reaction
R0006700,O0119269,P0245,2025-07-27,wrong product
R0006701,O0119289,P0245,2025-08-11,changed mind
R0006702,O0119337,P0179,2025-07-17,late delivery
R0006703,O0119351,P0015,2025-07-15,allergic reaction
R0006704,O0119391,P0258,2025-07-26,allergic reaction
R0006705,O0119399,P0061,2025-07-22,wrong product
R0006706,O0119409,P0179,2025-07-09,wrong product
R0006707,O0119425,P0049,2025-07-29,allergic reaction
R0006708,O0119449,P0125,2025-07-26,changed mind
R0006709,O0119474,P0137,2025-07-26,changed mind
R0006710,O0119508,P0027,2025-07-20,damaged item
R0006711,O0119532,P0298,2025-07-29,damaged item
R0006712,O0119532,P0179,2025-07-19,allergic reaction
R0006713,O0119558,P0054,2025-08-05,damaged item
R0006714,O0119566,P0179,2025-07-13,changed mind
R0006715,O0119579,P0027,2025-07-14,changed mind
R0006716,O0119611,P0059,2025-08-09,damaged item
R0006717,O0119613,P0108,2025-08-07,allergic reaction
R0006718,O0119617,P0179,2025-07-16,changed mind
R0006719,O0119620,P0292,2025-08-04,allergic reaction
R0006720,O0119641,P0245,2025-07-23,allergic reaction
R0006721,O0119652,P0118,2025-07-15,late delivery
R0006722,O0119675,P0253,2025-08-07,changed mind
R0006723,O0119693,P0049,2025-08-04,wrong product
R0006724,O0119745,P0054,2025-08-01,wrong product
R0006725,O0119752,P0059,2025-08-02,allergic reaction
R0006726,O0119790,P0059,2025-07-23,late delivery
R0006727,O0119802,P0015,2025-07-31,allergic reaction
R0006728,O0119810,P0161,2025-08-08,changed mind
R0006729,O0119829,P0286,2025-08-03,changed mind
R0006730,O0119857,P0108,2025-07-31,changed mind
R0006731,O0119862,P0005,2025-07-30,changed mind
R0006732,O0119914,P0245,2025-07-31,changed mind
R0006733,O0119930,P0154,2025-08-13,wrong product
R0006734,O0119934,P0059,2025-07-22,late delivery
R0006735,O0119980,P0124,2025-07-28,allergic reaction
R0006736,O0119985,P0274,2025-07-31,late delivery
R0006737,O0119995,P0253,2025-08-02,late delivery
R0006738,O0120023,P0080,2025-08-10,changed mind
R0006739,O0120030,P0253,2025-07-15,changed mind
R0006740,O0120048,P0283,2025-07-28,changed mind
R0006741,O0120050,P0003,2025-07-14,late delivery
R0006742,O0120060,P0059,2025-07-22,late delivery
R0006743,O0120096,P0027,2025-07-24,allergic reaction
R0006744,O0120097,P0258,2025-08-17,wrong product
R0006745,O0120137,P0258,2025-07-27,changed mind
R0006746,O0120145,P0267,2025-07-29,damaged item
R0006747,O0120147,P0100,2025-08-01,late delivery
R0006748,O0120204,P0260,2025-07-27,changed mind
R0006749,O0120273,P0245,2025-08-11,changed mind
R0006750,O0120274,P0159,2025-08-01,allergic reaction
R0006751,O0120287,P0252,2025-08-07,allergic reaction
R0006752,O0120339,P0059,2025-08-06,changed mind
R0006753,O0120365,P0297,2025-07-29,changed mind
R0006754,O0120369,P0267,2025-07-24,damaged item
R0006755,O0120398,P0059,2025-07-14,allergic reaction
R0006756,O0120405,P0230,2025-07-24,allergic reaction
R0006757,O0120410,P0027,2025-07-22,late delivery
R0006758,O0120415,P0258,2025-07-28,wrong product
R0006759,O0120433,P0267,2025-08-09,wrong product
R0006760,O0120443,P0254,2025-07-14,damaged item
R0006761,O0120451,P0012,2025-08-12,changed mind
R0006762,O0120456,P0253,2025-08-11,damaged item
R0006763,O0120490,P0119,2025-08-01,wrong product
R0006764,O0120493,P0125,2025-07-28,late delivery
R0006765,O0120537,P0037,2025-07-13,allergic reaction
R0006766,O0120541,P0179,2025-07-26,wrong product
R0006767,O0120550,P0267,2025-07-24,wrong product
R0006768,O0120564,P0274,2025-07-16,late delivery
R0006769,O0120589,P0059,2025-08-13,allergic reaction
R0006770,O0120593,P0258,2025-07-24,damaged item
R0006771,O0120602,P0179,2025-08-04,changed mind
R0006772,O0120611,P0286,2025-08-15,allergic reaction
R0006773,O0120619,P0253,2025-08-08,allergic reaction
R0006774,O0120646,P0006,2025-08-08,allergic reaction
R0006775,O0120652,P0060,2025-07-30,allergic reaction
R0006776,O0120658,P0125,2025-07-23,changed mind
R0006777,O0120681,P0038,2025-07-28,late delivery
R0006778,O0120709,P0027,2025-07-30,damaged item
R0006779,O0120719,P0125,2025-07-31,changed mind
R0006780,O0120750,P0038,2025-07-26,allergic reaction
R0006781,O0120772,P0027,2025-08-11,changed mind
R0006782,O0120793,P0269,2025-07-19,allergic reaction
R0006783,O0120830,P0060,2025-07-19,damaged item
R0006784,O0120847,P0027,2025-07-31,wrong product
R0006785,O0120849,P0015,2025-07-18,changed mind
R0006786,O0120899,P0038,2025-07-27,wrong product
R0006787,O0120921,P0179,2025-08-03,allergic reaction
R0006788,O0120943,P0274,2025-07-23,changed mind
R0006789,O0120963,P0179,2025-08-01,changed mind
R0006790,O0120972,P0258,2025-08-05,wrong product
R0006791,O0120982,P0245,2025-07-24,allergic reaction
R0006792,O0120989,P0179,2025-07-26,damaged item
R0006793,O0121014,P0053,2025-07-26,changed mind
R0006794,O0121016,P0027,2025-08-04,changed mind
R0006795,O0121026,P0239,2025-08-07,allergic reaction
R0006796,O0121049,P0227,2025-08-07,changed mind
R0006797,O0121069,P0253,2025-07-25,changed mind
R0006798,O0121084,P0027,2025-07-27,damaged item
R0006799,O0121088,P0124,2025-07-26,damaged item
R0006800,O0121091,P0267,2025-07-24,wrong product
R0006801,O0121111,P0258,2025-07-27,allergic reaction
R0006802,O0121113,P0258,2025-07-23,damaged item
R0006803,O0121137,P0012,2025-07-25,wrong product
R0006804,O0121180,P0245,2025-08-02,changed mind
R0006805,O0121219,P0015,2025-07-30,changed mind
R0006806,O0121219,P0084,2025-07-28,changed mind
R0006807,O0121243,P0258,2025-08-20,changed mind
R0006808,O0121255,P0049,2025-08-05,late delivery
R0006809,O0121263,P0071,2025-07-28,changed mind
R0006810,O0121297,P0286,2025-08-11,damaged item
R0006811,O0121348,P0133,2025-08-21,damaged item
R0006812,O0121355,P0036,2025-08-19,allergic reaction
R0006813,O0121360,P0027,2025-08-12,damaged item
R0006814,O0121382,P0298,2025-07-31,changed mind
R0006815,O0121390,P0258,2025-08-11,damaged item
R0006816,O0121407,P0253,2025-08-07,changed mind
R0006817,O0121431,P0049,2025-07-21,allergic reaction
R0006818,O0121449,P0179,2025-08-16,wrong product
R0006819,O0121467,P0286,2025-07-20,allergic reaction
R0006820,O0121525,P0258,2025-08-21,damaged item
R0006821,O0121583,P0258,2025-08-02,allergic reaction
R0006822,O0121632,P0267,2025-08-07,changed mind
R0006823,O0121634,P0253,2025-07-31,changed mind
R0006824,O0121644,P0027,2025-08-02,damaged item
R0006825,O0121651,P0046,2025-08-06,late delivery
R0006826,O0121687,P0299,2025-08-19,allergic reaction
R0006827,O0121688,P0245,2025-08-03,wrong product
R0006828,O0121719,P0267,2025-08-09,changed mind
R0006829,O0121726,P0015,2025-08-22,allergic reaction
R0006830,O0121743,P0207,2025-08-24,wrong product
R0006831,O0121748,P0027,2025-08-11,changed mind
R0006832,O0121758,P0027,2025-07-27,damaged item
R0006833,O0121766,P0228,2025-08-13,wrong product
R0006834,O0121767,P0181,2025-08-10,allergic reaction
R0006835,O0121771,P0059,2025-08-05,changed mind
R0006836,O0121787,P0003,2025-08-04,changed mind
R0006837,O0121803,P0231,2025-08-20,wrong product
R0006838,O0121808,P0251,2025-08-26,allergic reaction
R0006839,O0121811,P0179,2025-07-31,late delivery
R0006840,O0121821,P0252,2025-08-17,changed mind
R0006841,O0121821,P0245,2025-08-19,allergic reaction
R0006842,O0121834,P0153,2025-08-07,wrong product
R0006843,O0121838,P0179,2025-08-07,late delivery
R0006844,O0121846,P0125,2025-07-29,changed mind
R0006845,O0121871,P0027,2025-08-08,late delivery
R0006846,O0121878,P0123,2025-08-27,changed mind
R0006847,O0121880,P0100,2025-08-02,wrong product
R0006848,O0121904,P0253,2025-08-03,allergic reaction
R0006849,O0121905,P0123,2025-08-04,allergic reaction
R0006850,O0121913,P0274,2025-08-04,changed mind
R0006851,O0121926,P0179,2025-07-27,changed mind
R0006852,O0121932,P0299,2025-08-08,allergic reaction
R0006853,O0121934,P0125,2025-08-24,late delivery
R0006854,O0121962,P0179,2025-08-21,allergic reaction
R0006855,O0121974,P0179,2025-08-12,wrong product
R0006856,O0122019,P0027,2025-07-25,damaged item
R0006857,O0122033,P0267,2025-08-29,changed mind
R0006858,O0122051,P0245,2025-08-25,changed mind
R0006859,O0122075,P0267,2025-08-04,allergic reaction
R0006860,O0122079,P0179,2025-08-02,damaged item
R0006861,O0122091,P0165,2025-08-03,damaged item
R0006862,O0122095,P0037,2025-07-29,allergic reaction
R0006863,O0122111,P0195,2025-08-27,changed mind
R0006864,O0122113,P0100,2025-07-29,changed mind
R0006865,O0122134,P0253,2025-08-12,wrong product
R0006866,O0122143,P0027,2025-08-14,allergic reaction
R0006867,O0122180,P0027,2025-09-01,late delivery
R0006868,O0122213,P0049,2025-08-11,damaged item
R0006869,O0122222,P0253,2025-07-29,changed mind
R0006870,O0122226,P0100,2025-08-25,wrong product
R0006871,O0122237,P0179,2025-08-08,wrong product
R0006872,O0122250,P0006,2025-08-23,allergic reaction
R0006873,O0122254,P0271,2025-08-09,changed mind
R0006874,O0122254,P0260,2025-08-09,changed mind
R0006875,O0122268,P0232,2025-08-21,wrong product
R0006876,O0122281,P0274,2025-08-07,changed mind
R0006877,O0122289,P0125,2025-08-05,allergic reaction
R0006878,O0122294,P0152,2025-08-27,late delivery
R0006879,O0122362,P0267,2025-08-29,changed mind
R0006880,O0122364,P0049,2025-08-17,wrong product
R0006881,O0122374,P0291,2025-08-16,allergic reaction
R0006882,O0122393,P0030,2025-08-20,changed mind
R0006883,O0122431,P0227,2025-08-24,damaged item
R0006884,O0122467,P0189,2025-08-01,changed mind
R0006885,O0122469,P0099,2025-08-19,changed mind
R0006886,O0122492,P0038,2025-08-01,changed mind
R0006887,O0122499,P0027,2025-08-06,allergic reaction
R0006888,O0122503,P0245,2025-08-03,changed mind
R0006889,O0122560,P0059,2025-08-13,changed mind
R0006890,O0122595,P0005,2025-07-30,changed mind
R0006891,O0122617,P0027,2025-09-04,late delivery
R0006892,O0122631,P0059,2025-08-17,allergic reaction
R0006893,O0122642,P0133,2025-08-19,allergic reaction
R0006894,O0122676,P0208,2025-08-08,changed mind
R0006895,O0122680,P0006,2025-08-15,changed mind
R0006896,O0122699,P0066,2025-08-03,changed mind
R0006897,O0122700,P0059,2025-08-03,changed mind
R0006898,O0122713,P0100,2025-08-02,changed mind
R0006899,O0122727,P0136,2025-08-09,late delivery
R0006900,O0122810,P0059,2025-08-27,changed mind
R0006901,O0122821,P0049,2025-08-03,wrong product
R0006902,O0122822,P0233,2025-08-07,late delivery
R0006903,O0122829,P0003,2025-08-28,damaged item
R0006904,O0122841,P0049,2025-08-08,allergic reaction
R0006905,O0122876,P0252,2025-09-03,changed mind
R0006906,O0122939,P0267,2025-09-02,damaged item
R0006907,O0122958,P0090,2025-08-06,late delivery
R0006908,O0122986,P0125,2025-08-28,changed mind
R0006909,O0123012,P0170,2025-08-04,allergic reaction
R0006910,O0123016,P0108,2025-08-15,damaged item
R0006911,O0123033,P0253,2025-08-22,changed mind
R0006912,O0123061,P0245,2025-09-02,late delivery
R0006913,O0123098,P0027,2025-09-01,changed mind
R0006914,O0123123,P0027,2025-09-01,changed mind
R0006915,O0123150,P0100,2025-08-11,changed mind
R0006916,O0123160,P0100,2025-08-11,wrong product
R0006917,O0123172,P0179,2025-08-26,changed mind
R0006918,O0123185,P0258,2025-08-21,late delivery
R0006919,O0123202,P0020,2025-08-21,allergic reaction
R0006920,O0123232,P0292,2025-08-22,changed mind
R0006921,O0123234,P0253,2025-08-08,changed mind
R0006922,O0123251,P0124,2025-09-06,changed mind
R0006923,O0123279,P0015,2025-08-21,allergic reaction
R0006924,O0123283,P0267,2025-08-26,allergic reaction
R0006925,O0123296,P0025,2025-08-06,damaged item
R0006926,O0123311,P0015,2025-08-08,allergic reaction
R0006927,O0123316,P0038,2025-08-04,changed mind
R0006928,O0123351,P0179,2025-08-19,late delivery
R0006929,O0123375,P0015,2025-09-03,allergic reaction
R0006930,O0123384,P0027,2025-08-15,late delivery
R0006931,O0123389,P0020,2025-08-24,wrong product
R0006932,O0123393,P0179,2025-09-02,changed mind
R0006933,O0123409,P0202,2025-08-24,changed mind
R0006934,O0123421,P0037,2025-08-25,damaged item
R0006935,O0123432,P0245,2025-09-05,allergic reaction
R0006936,O0123440,P0274,2025-08-09,changed mind
R0006937,O0123443,P0118,2025-08-25,damaged item
R0006938,O0123468,P0119,2025-09-08,late delivery
R0006939,O0123472,P0267,2025-08-12,damaged item
R0006940,O0123489,P0176,2025-08-11,allergic reaction
R0006941,O0123527,P0049,2025-09-06,changed mind
R0006942,O0123545,P0245,2025-08-15,allergic reaction
R0006943,O0123584,P0027,2025-09-11,wrong product
R0006944,O0123636,P0179,2025-08-17,damaged item
R0006945,O0123643,P0271,2025-08-16,changed mind
R0006946,O0123651,P0268,2025-08-06,changed mind
R0006947,O0123683,P0179,2025-08-25,allergic reaction
R0006948,O0123725,P0179,2025-08-21,damaged item
R0006949,O0123764,P0038,2025-08-20,wrong product
R0006950,O0123779,P0095,2025-09-08,late delivery
R0006951,O0123780,P0015,2025-08-30,wrong product
R0006952,O0123807,P0059,2025-08-11,allergic reaction
R0006953,O0123830,P0258,2025-08-15,allergic reaction
R0006954,O0123861,P0080,2025-08-23,wrong product
R0006955,O0123868,P0274,2025-08-18,changed mind
R0006956,O0123936,P0070,2025-08-27,late delivery
R0006957,O0123941,P0230,2025-09-05,allergic reaction
R0006958,O0123962,P0070,2025-08-21,changed mind
R0006959,O0123966,P0179,2025-08-14,allergic reaction
R0006960,O0123968,P0233,2025-08-27,damaged item
R0006961,O0123974,P0232,2025-09-03,damaged item
R0006962,O0123978,P0138,2025-08-16,changed mind
R0006963,O0123986,P0015,2025-08-31,changed mind
R0006964,O0123999,P0173,2025-09-06,changed mind
R0006965,O0124001,P0125,2025-08-18,changed mind
R0006966,O0124043,P0005,2025-09-06,wrong product
R0006967,O0124080,P0003,2025-08-21,changed mind
R0006968,O0124127,P0267,2025-09-03,allergic reaction
R0006969,O0124130,P0038,2025-09-15,wrong product
R0006970,O0124134,P0274,2025-09-09,late delivery
R0006971,O0124152,P0108,2025-08-29,wrong product
R0006972,O0124208,P0179,2025-08-15,damaged item
R0006973,O0124216,P0037,2025-09-14,allergic reaction
R0006974,O0124218,P0296,2025-09-09,late delivery
R0006975,O0124272,P0245,2025-09-14,allergic reaction
R0006976,O0124293,P0059,2025-09-09,changed mind
R0006977,O0124294,P0125,2025-09-15,damaged item
R0006978,O0124335,P0136,2025-08-21,wrong product
R0006979,O0124335,P0179,2025-09-08,wrong product
R0006980,O0124368,P0183,2025-08-14,changed mind
R0006981,O0124373,P0258,2025-08-28,changed mind
R0006982,O0124390,P0108,2025-09-01,allergic reaction
R0006983,O0124398,P0179,2025-09-06,changed mind
R0006984,O0124427,P0121,2025-09-02,allergic reaction
R0006985,O0124430,P0286,2025-08-18,changed mind
R0006986,O0124465,P0231,2025-08-23,changed mind
R0006987,O0124465,P0156,2025-09-12,changed mind
R0006988,O0124476,P0272,2025-09-02,wrong product
R0006989,O0124529,P0267,2025-08-17,changed mind
R0006990,O0124572,P0125,2025-09-03,damaged item
R0006991,O0124581,P0212,2025-09-11,changed mind
R0006992,O0124583,P0283,2025-08-18,late delivery
R0006993,O0124597,P0104,2025-09-02,wrong product
R0006994,O0124624,P0179,2025-08-26,allergic reaction
R0006995,O0124635,P0124,2025-08-19,changed mind
R0006996,O0124651,P0027,2025-09-12,late delivery
R0006997,O0124680,P0059,2025-09-13,late delivery
R0006998,O0124724,P0286,2025-08-27,changed mind
R0006999,O0124725,P0020,2025-09-15,changed mind
R0007000,O0124731,P0038,2025-09-17,damaged item
R0007001,O0124747,P0043,2025-08-29,allergic reaction
R0007002,O0124755,P0227,2025-09-07,allergic reaction
R0007003,O0124815,P0179,2025-09-06,changed mind
R0007004,O0124827,P0038,2025-09-05,changed mind
R0007005,O0124871,P0274,2025-08-21,damaged item
R0007006,O0124878,P0020,2025-09-17,allergic reaction
R0007007,O0124886,P0125,2025-09-21,damaged item
R0007008,O0124912,P0049,2025-09-18,damaged item
R0007009,O0124917,P0100,2025-09-13,late delivery
R0007010,O0124939,P0179,2025-08-21,damaged item
R0007011,O0124942,P0003,2025-09-07,changed mind
R0007012,O0124951,P0258,2025-09-18,damaged item
R0007013,O0124979,P0124,2025-08-21,allergic reaction
R0007014,O0124990,P0245,2025-08-17,wrong product
R0007015,O0125057,P0232,2025-08-23,late delivery
R0007016,O0125072,P0179,2025-08-19,late delivery
R0007017,O0125127,P0252,2025-09-01,changed mind
R0007018,O0125131,P0027,2025-08-20,changed mind
R0007019,O0125159,P0135,2025-08-26,changed mind
R0007020,O0125177,P0045,2025-09-20,allergic reaction
R0007021,O0125180,P0003,2025-08-28,allergic reaction
R0007022,O0125182,P0088,2025-09-13,damaged item
R0007023,O0125185,P0125,2025-08-26,damaged item
R0007024,O0125191,P0005,2025-09-22,changed mind
R0007025,O0125227,P0059,2025-09-20,changed mind
R0007026,O0125229,P0179,2025-09-09,wrong product
R0007027,O0125235,P0005,2025-09-12,changed mind
R0007028,O0125245,P0245,2025-09-22,changed mind
R0007029,O0125260,P0272,2025-09-20,allergic reaction
R0007030,O0125262,P0125,2025-09-21,allergic reaction
R0007031,O0125275,P0253,2025-09-19,damaged item
R0007032,O0125282,P0038,2025-09-26,changed mind
R0007033,O0125310,P0253,2025-09-08,changed mind
R0007034,O0125315,P0010,2025-09-08,damaged item
R0007035,O0125377,P0179,2025-09-12,changed mind
R0007036,O0125410,P0100,2025-08-28,late delivery
R0007037,O0125439,P0274,2025-08-29,changed mind
R0007038,O0125446,P0001,2025-09-12,late delivery
R0007039,O0125449,P0015,2025-09-13,allergic reaction
R0007040,O0125452,P0015,2025-09-07,damaged item
R0007041,O0125474,P0059,2025-09-12,damaged item
R0007042,O0125475,P0059,2025-09-15,wrong product
R0007043,O0125477,P0020,2025-09-21,changed mind
R0007044,O0125524,P0245,2025-09-05,wrong product
R0007045,O0125568,P0245,2025-09-18,allergic reaction
R0007046,O0125593,P0027,2025-09-19,late delivery
R0007047,O0125597,P0125,2025-08-28,changed mind
R0007048,O0125610,P0253,2025-09-19,changed mind
R0007049,O0125624,P0179,2025-09-03,allergic reaction
R0007050,O0125638,P0059,2025-09-18,changed mind
R0007051,O0125654,P0161,2025-09-19,allergic reaction
R0007052,O0125671,P0153,2025-09-25,damaged item
R0007053,O0125686,P0254,2025-09-15,changed mind
R0007054,O0125692,P0038,2025-08-30,wrong product
R0007055,O0125699,P0049,2025-08-30,changed mind
R0007056,O0125710,P0267,2025-09-25,changed mind
R0007057,O0125713,P0059,2025-09-13,changed mind
R0007058,O0125718,P0161,2025-09-20,late delivery
R0007059,O0125723,P0037,2025-09-02,changed mind
R0007060,O0125730,P0015,2025-09-24,damaged item
R0007061,O0125733,P0090,2025-09-02,late delivery
R0007062,O0125743,P0245,2025-08-30,allergic reaction
R0007063,O0125760,P0012,2025-09-27,changed mind
R0007064,O0125789,P0108,2025-09-26,changed mind
R0007065,O0125789,P0144,2025-09-03,changed mind
R0007066,O0125822,P0274,2025-09-18,allergic reaction
R0007067,O0125840,P0252,2025-09-13,wrong product
R0007068,O0125843,P0045,2025-09-08,late delivery
R0007069,O0125906,P0258,2025-09-17,changed mind
R0007070,O0125921,P0125,2025-08-31,changed mind
R0007071,O0125927,P0020,2025-08-28,changed mind
R0007072,O0125941,P0212,2025-09-23,changed mind
R0007073,O0125962,P0015,2025-08-27,allergic reaction
R0007074,O0125964,P0253,2025-09-17,wrong product
R0007075,O0125991,P0274,2025-09-30,allergic reaction
R0007076,O0126019,P0059,2025-09-14,allergic reaction
R0007077,O0126027,P0258,2025-09-19,changed mind
R0007078,O0126029,P0118,2025-09-06,damaged item
R0007079,O0126050,P0179,2025-09-18,allergic reaction
R0007080,O0126053,P0179,2025-09-07,changed mind
R0007081,O0126055,P0080,2025-09-20,changed mind
R0007082,O0126060,P0059,2025-09-09,damaged item
R0007083,O0126084,P0026,2025-09-27,changed mind
R0007084,O0126091,P0100,2025-09-10,allergic reaction
R0007085,O0126094,P0258,2025-09-16,changed mind
R0007086,O0126118,P0179,2025-08-31,changed mind
R0007087,O0126128,P0049,2025-09-17,changed mind
R0007088,O0126151,P0267,2025-09-07,wrong product
R0007089,O0126177,P0263,2025-09-19,changed mind
R0007090,O0126189,P0003,2025-09-20,allergic reaction
R0007091,O0126196,P0245,2025-09-15,changed mind
R0007092,O0126225,P0049,2025-09-03,late delivery
R0007093,O0126244,P0298,2025-09-24,changed mind
R0007094,O0126266,P0258,2025-09-09,late delivery
R0007095,O0126294,P0253,2025-09-25,wrong product
R0007096,O0126312,P0059,2025-09-06,wrong product
R0007097,O0126312,P0185,2025-09-20,allergic reaction
R0007098,O0126322,P0233,2025-09-05,changed mind
R0007099,O0126364,P0015,2025-09-08,damaged item
R0007100,O0126374,P0003,2025-09-20,changed mind
R0007101,O0126384,P0230,2025-09-30,late delivery
R0007102,O0126421,P0015,2025-09-26,wrong product
R0007103,O0126452,P0198,2025-09-22,changed mind
R0007104,O0126495,P0286,2025-09-16,wrong product
R0007105,O0126512,P0179,2025-09-30,changed mind
R0007106,O0126513,P0118,2025-09-04,changed mind
R0007107,O0126524,P0059,2025-09-18,changed mind
R0007108,O0126541,P0015,2025-09-12,late delivery
R0007109,O0126542,P0216,2025-09-04,damaged item
R0007110,O0126549,P0125,2025-09-23,allergic reaction
R0007111,O0126568,P0245,2025-09-06,damaged item
R0007112,O0126589,P0292,2025-09-24,late delivery
R0007113,O0126630,P0012,2025-09-28,changed mind
R0007114,O0126640,P0179,2025-10-01,changed mind
R0007115,O0126641,P0039,2025-09-22,allergic reaction
R0007116,O0126666,P0272,2025-09-12,allergic reaction
